"input13361773453.png",270,313,8,270
"input13911773461.png",270,313,8,270
"input13961773462.png",270,313,8,270
"input14261773467.png",270,313,8,270
"input14111773464.png",270,313,8,270
"input13661773458.png",270,313,8,270
"input13711773458.png",270,313,8,270
"input14361773468.png",270,313,8,270
"input13861773461.png",270,313,8,270
"input13411773454.png",270,313,8,270
"input13561773456.png",270,313,8,270
"input13511773455.png",270,313,8,270
"input14461773470.png",270,313,8,270
"input14161773465.png",270,313,8,270
"input14061773464.png",270,313,8,270
"input14411773469.png",270,313,8,270
"input13811773460.png",270,313,8,270
"input14011773463.png",270,313,8,270
"input14211773466.png",270,313,8,270
"input14311773467.png",270,313,8,270
"input13461773455.png",270,313,8,270
"input13611773457.png",270,313,8,270
"input13761773459.png",270,313,8,270
